,rota,atributo 1,atributo 2,correlação,correlação absoluta
700,mid,neutralMinionsKilled,totalMinionsKilled,0.23497842720694387,0.23497842720694387
841,jg,assists,totalDamageTaken,0.23465409732099377,0.23465409732099377
909,jg,kills,trueDamageDealtToChampions,0.23428597380454436,0.23428597380454436
1354,top,totalMinionsKilled,trueDamageDealtToChampions,0.23228628447946825,0.23228628447946825
528,sup,totalMinionsKilled,visionScore,-0.2319762693573359,0.2319762693573359
599,mid,goldEarned,magicDamageDealt,0.23193835622691372,0.23193835622691372
527,sup,totalMinionsKilled,trueDamageTaken,0.23152437146069607,0.23152437146069607
969,jg,neutralMinionsKilled,physicalDamageDealtToChampions,0.23126592727133252,0.23126592727133252
662,mid,magicDamageDealt,timeCCingOthers,0.2292668947074821,0.2292668947074821
352,sup,kills,totalDamageTaken,0.22897143261241498,0.22897143261241498
744,mid,physicalDamageTaken,trueDamageDealt,-0.22892235013238357,0.22892235013238357
501,sup,totalDamageDealtToChampions,trueDamageDealt,-0.22879894976359264,0.22879894976359264
1334,top,totalDamageDealtToChampions,wardsPlaced,0.22632634045124936,0.22632634045124936
230,adc,totalDamageDealtToChampions,wardsPlaced,0.22612371945605164,0.22612371945605164
1297,top,physicalDamageTaken,trueDamageDealtToChampions,0.22607113455660902,0.22607113455660902
29,adc,deaths,physicalDamageDealt,-0.22601983785665794,0.22601983785665794
1131,top,deaths,magicalDamageTaken,0.22548032121979542,0.22548032121979542
328,sup,goldEarned,physicalDamageTaken,0.22533189321966438,0.22533189321966438
778,mid,totalDamageDealtToChampions,trueDamageDealtToChampions,0.22526790259724624,0.22526790259724624
530,sup,totalMinionsKilled,wardsPlaced,-0.22484722448684186,0.22484722448684186
350,sup,kills,totalDamageDealt,0.2236000327157272,0.2236000327157272
1201,top,longestTimeSpentLiving,totalMinionsKilled,0.22341554724681476,0.22341554724681476
977,jg,neutralMinionsKilled,totalTimeCrowdControlDealt,-0.2233925706861271,0.2233925706861271
1160,top,goldEarned,totalDamageTaken,0.22313313419754768,0.22313313419754768
296,sup,assists,visionScore,0.22218893850060215,0.22218893850060215
774,mid,totalDamageDealtToChampions,totalHeal,0.22162173096751692,0.22162173096751692
553,mid,assists,goldEarned,0.22158925938062957,0.22158925938062957
1247,top,neutralMinionsKilled,timeCCingOthers,-0.21951736081826392,0.21951736081826392
855,jg,deaths,magicalDamageTaken,0.21786838482968154,0.21786838482968154
529,sup,totalMinionsKilled,visionWardsBoughtInGame,-0.21746812742983077,0.21746812742983077
193,adc,physicalDamageTaken,trueDamageDealtToChampions,0.21664340155129144,0.21664340155129144
511,sup,totalDamageTaken,trueDamageDealtToChampions,0.2158654335067808,0.2158654335067808
889,jg,goldEarned,trueDamageDealtToChampions,0.21486170556543552,0.21486170556543552
1264,top,physicalDamageDealt,totalDamageDealtToChampions,0.21477447950944956,0.21477447950944956
505,sup,totalDamageDealtToChampions,visionWardsBoughtInGame,-0.214144888001365,0.214144888001365
509,sup,totalDamageTaken,totalTimeCrowdControlDealt,0.21410819672787962,0.21410819672787962
82,adc,kills,trueDamageTaken,0.21294721115498083,0.21294721115498083
538,sup,trueDamageDealt,trueDamageTaken,0.21235049261780253,0.21235049261780253
775,mid,totalDamageDealtToChampions,totalMinionsKilled,0.21216114618675314,0.21216114618675314
666,mid,magicDamageDealt,totalHeal,0.21203927373912926,0.21203927373912926
608,mid,goldEarned,totalDamageTaken,0.211958269608092,0.211958269608092
1360,top,totalTimeCrowdControlDealt,trueDamageDealtToChampions,-0.21167559085730114,0.21167559085730114
500,sup,totalDamageDealtToChampions,totalTimeCrowdControlDealt,0.211329013694111,0.211329013694111
113,adc,magicDamageDealt,totalDamageTaken,0.2112153106538526,0.2112153106538526
1322,top,totalDamageDealt,visionScore,0.21119729659301567,0.21119729659301567
1034,jg,timeCCingOthers,trueDamageTaken,0.21089368480875617,0.21089368480875617
946,jg,magicDamageDealt,trueDamageDealtToChampions,-0.210485692897492,0.210485692897492
1178,top,kills,totalDamageDealt,0.21040564185121705,0.21040564185121705
877,jg,goldEarned,neutralMinionsKilled,0.21025313319832192,0.21025313319832192
91,adc,longestTimeSpentLiving,physicalDamageTaken,-0.21022939644579386,0.21022939644579386
1116,top,assists,totalDamageDealtToChampions,0.21016687916494167,0.21016687916494167
892,jg,goldEarned,visionWardsBoughtInGame,-0.20977829870702064,0.20977829870702064
81,adc,kills,trueDamageDealtToChampions,0.2081689001074075,0.2081689001074075
1021,jg,physicalDamageTaken,trueDamageDealtToChampions,0.20781300000918335,0.20781300000918335
23,adc,deaths,goldEarned,-0.20774726856524092,0.20774726856524092
1255,top,neutralMinionsKilled,trueDamageDealtToChampions,0.20763328452481764,0.20763328452481764
1018,jg,physicalDamageTaken,totalMinionsKilled,-0.20659587261604206,0.20659587261604206
628,mid,kills,totalDamageTaken,0.20579828204136968,0.20579828204136968
1280,top,physicalDamageDealtToChampions,totalHeal,-0.20542584593283764,0.20542584593283764
804,mid,totalMinionsKilled,visionScore,0.20516649125014488,0.20516649125014488
402,sup,magicalDamageTaken,physicalDamageTaken,0.2048818652069675,0.2048818652069675
371,sup,longestTimeSpentLiving,totalDamageTaken,-0.2047235485757433,0.2047235485757433
412,sup,magicalDamageTaken,trueDamageTaken,0.20239225834779306,0.20239225834779306
1305,top,timeCCingOthers,totalHeal,-0.2023053337211171,0.2023053337211171
1187,top,kills,visionScore,0.20223768692987207,0.20223768692987207
1286,top,physicalDamageDealtToChampions,visionScore,0.20133898535612196,0.20133898535612196
291,sup,assists,totalMinionsKilled,-0.20130897325894112,0.20130897325894112
33,adc,deaths,totalDamageDealt,-0.20098345112587687,0.20098345112587687
1266,top,physicalDamageDealt,totalHeal,-0.20047569956083697,0.20047569956083697
430,sup,neutralMinionsKilled,visionWardsBoughtInGame,-0.19971310123513278,0.19971310123513278
970,jg,neutralMinionsKilled,physicalDamageTaken,0.19924031358763133,0.19924031358763133
993,jg,physicalDamageDealt,trueDamageDealt,-0.1986104317472704,0.1986104317472704
235,adc,totalDamageTaken,trueDamageDealtToChampions,0.1982628384889946,0.1982628384889946
847,jg,assists,trueDamageTaken,0.19719937470913368,0.19719937470913368
1156,top,goldEarned,physicalDamageTaken,0.19653328367308223,0.19653328367308223
469,sup,physicalDamageTaken,trueDamageDealtToChampions,0.19403198161652235,0.19403198161652235
623,mid,kills,physicalDamageDealtToChampions,0.1929888475688471,0.1929888475688471
1214,top,magicDamageDealt,timeCCingOthers,0.19286785542911603,0.19286785542911603
227,adc,totalDamageDealtToChampions,trueDamageTaken,0.19147879198938908,0.19147879198938908
467,sup,physicalDamageTaken,totalTimeCrowdControlDealt,0.19075869377122373,0.19075869377122373
562,mid,assists,timeCCingOthers,0.19073094291582993,0.19073094291582993
180,adc,physicalDamageDealtToChampions,trueDamageDealtToChampions,0.1896675817789977,0.1896675817789977
750,mid,timeCCingOthers,totalDamageDealt,0.18946814871894363,0.18946814871894363
1080,jg,totalMinionsKilled,visionScore,-0.18926879812285782,0.18926879812285782
410,sup,magicalDamageTaken,trueDamageDealt,0.18907143615639607,0.18907143615639607
859,jg,deaths,physicalDamageTaken,0.1889878105943385,0.1889878105943385
397,sup,magicDamageDealt,visionWardsBoughtInGame,-0.18826743444971097,0.18826743444971097
624,mid,kills,physicalDamageTaken,0.1881907145032704,0.1881907145032704
1182,top,kills,totalMinionsKilled,0.1880056337139605,0.1880056337139605
1008,jg,physicalDamageDealtToChampions,trueDamageDealtToChampions,0.18779679682197223,0.18779679682197223
1324,top,totalDamageDealt,wardsPlaced,0.18764617146699417,0.18764617146699417
1007,jg,physicalDamageDealtToChampions,trueDamageDealt,-0.18637243957064953,0.18637243957064953
994,jg,physicalDamageDealt,trueDamageDealtToChampions,0.1859612464147942,0.1859612464147942
710,mid,physicalDamageDealt,timeCCingOthers,-0.1858175733645599,0.1858175733645599
786,mid,totalDamageTaken,trueDamageDealt,-0.18581578301102764,0.18581578301102764
1180,top,kills,totalDamageTaken,0.185355854562256,0.185355854562256
575,mid,deaths,goldEarned,-0.1852198535799395,0.1852198535799395
378,sup,longestTimeSpentLiving,visionScore,0.18501898500519706,0.18501898500519706
756,mid,timeCCingOthers,trueDamageDealt,0.18448445295459182,0.18448445295459182
963,jg,magicalDamageTaken,trueDamageDealtToChampions,0.18361199564428482,0.18361199564428482
1272,top,physicalDamageDealt,visionScore,0.18360857547366402,0.18360857547366402
506,sup,totalDamageDealtToChampions,wardsPlaced,-0.1828194634090434,0.1828194634090434
621,mid,kills,neutralMinionsKilled,0.1826769551506989,0.1826769551506989
835,jg,assists,physicalDamageDealt,-0.1822405913009786,0.1822405913009786
1028,jg,timeCCingOthers,totalDamageTaken,0.18189087167748427,0.18189087167748427
151,adc,neutralMinionsKilled,trueDamageDealtToChampions,0.18176428600900915,0.18176428600900915
856,jg,deaths,neutralMinionsKilled,-0.18157205519022154,0.18157205519022154
178,adc,physicalDamageDealtToChampions,totalTimeCrowdControlDealt,-0.18131003796110912,0.18131003796110912
216,adc,totalDamageDealt,trueDamageDealtToChampions,0.18048041522592276,0.18048041522592276
701,mid,neutralMinionsKilled,totalTimeCrowdControlDealt,0.17990964083890978,0.17990964083890978
1344,top,totalHeal,totalMinionsKilled,0.17941887721675984,0.17941887721675984
367,sup,longestTimeSpentLiving,physicalDamageTaken,-0.1793352127237959,0.1793352127237959
725,mid,physicalDamageDealtToChampions,totalDamageDealt,-0.17923031693616587,0.17923031693616587
678,mid,magicalDamageTaken,physicalDamageTaken,0.17887171893603987,0.17887171893603987
1245,top,neutralMinionsKilled,physicalDamageDealtToChampions,0.17881970303231123,0.17881970303231123
1105,top,assists,goldEarned,0.1780758977929795,0.1780758977929795
361,sup,kills,wardsPlaced,-0.17746539547844759,0.17746539547844759
604,mid,goldEarned,physicalDamageTaken,0.17730187854180776,0.17730187854180776
1276,top,physicalDamageDealtToChampions,timeCCingOthers,-0.1768751099679457,0.1768751099679457
947,jg,magicDamageDealt,trueDamageTaken,0.17669986977480198,0.17669986977480198
934,jg,magicDamageDealt,neutralMinionsKilled,-0.17669553558235934,0.17669553558235934
724,mid,physicalDamageDealtToChampions,timeCCingOthers,-0.1766640473229287,0.1766640473229287
165,adc,physicalDamageDealt,trueDamageDealt,-0.17654030561231943,0.17654030561231943
1281,top,physicalDamageDealtToChampions,totalMinionsKilled,0.17634592303045776,0.17634592303045776
729,mid,physicalDamageDealtToChampions,totalMinionsKilled,0.17602620717731243,0.17602620717731243
423,sup,neutralMinionsKilled,totalHeal,0.17567926886971386,0.17567926886971386
56,adc,goldEarned,totalDamageTaken,0.17565336738873166,0.17565336738873166
864,jg,deaths,totalHeal,-0.17527691418559474,0.17527691418559474
329,sup,goldEarned,timeCCingOthers,0.17439678539044906,0.17439678539044906
912,jg,kills,visionWardsBoughtInGame,-0.17354870827736982,0.17354870827736982
837,jg,assists,physicalDamageTaken,0.17347155288522328,0.17347155288522328
723,mid,physicalDamageDealtToChampions,physicalDamageTaken,0.17342655305163684,0.17342655305163684
870,jg,deaths,visionScore,-0.17303948827194066,0.17303948827194066
222,adc,totalDamageDealtToChampions,totalHeal,0.17299133550912765,0.17299133550912765
733,mid,physicalDamageDealtToChampions,trueDamageTaken,0.17284636242993615,0.17284636242993615
808,mid,totalTimeCrowdControlDealt,trueDamageDealtToChampions,-0.17234824232931947,0.17234824232931947
212,adc,totalDamageDealt,totalHeal,0.1721514720961382,0.1721514720961382
727,mid,physicalDamageDealtToChampions,totalDamageTaken,0.17176981828843182,0.17176981828843182
1176,top,kills,physicalDamageTaken,0.1711725786548947,0.1711725786548947
1304,top,timeCCingOthers,totalDamageTaken,0.1706930501500562,0.1706930501500562
283,sup,assists,physicalDamageDealt,-0.1703589631136658,0.1703589631136658
318,sup,deaths,visionScore,-0.16944143347718976,0.16944143347718976
842,jg,assists,totalHeal,0.1689328950675195,0.1689328950675195
751,mid,timeCCingOthers,totalDamageDealtToChampions,0.16860911684549273,0.16860911684549273
220,adc,totalDamageDealt,wardsPlaced,0.1684331766878972,0.1684331766878972
424,sup,neutralMinionsKilled,totalMinionsKilled,0.1681627722343005,0.1681627722343005
609,mid,goldEarned,totalHeal,0.16797547165162335,0.16797547165162335
105,adc,magicDamageDealt,magicalDamageTaken,0.16779540538814414,0.16779540538814414
1108,top,assists,magicDamageDealt,0.16767992820324013,0.16767992820324013
42,adc,deaths,visionScore,-0.1675440465676609,0.1675440465676609
897,jg,kills,neutralMinionsKilled,0.1674505412616837,0.1674505412616837
964,jg,magicalDamageTaken,trueDamageTaken,0.16683830519069073,0.16683830519069073
497,sup,totalDamageDealtToChampions,totalDamageTaken,0.1658862709332251,0.1658862709332251
112,adc,magicDamageDealt,totalDamageDealtToChampions,0.16522999862414176,0.16522999862414176
176,adc,physicalDamageDealtToChampions,totalHeal,0.1651228702089252,0.1651228702089252
1216,top,magicDamageDealt,totalDamageDealtToChampions,0.1640133374851929,0.1640133374851929
386,sup,magicDamageDealt,timeCCingOthers,0.16370688579720705,0.16370688579720705
954,jg,magicalDamageTaken,physicalDamageTaken,0.16362440038888856,0.16362440038888856
709,mid,physicalDamageDealt,physicalDamageTaken,0.16336256291388002,0.16336256291388002
705,mid,neutralMinionsKilled,visionScore,0.1632783050879215,0.1632783050879215
457,sup,physicalDamageDealtToChampions,trueDamageTaken,0.16271454374779393,0.16271454374779393
726,mid,physicalDamageDealtToChampions,totalDamageDealtToChampions,0.16251666103135826,0.16251666103135826
355,sup,kills,totalTimeCrowdControlDealt,0.1623115066663574,0.1623115066663574
87,adc,longestTimeSpentLiving,magicalDamageTaken,-0.16195370582120938,0.16195370582120938
507,sup,totalDamageTaken,totalHeal,0.1616026243644357,0.1616026243644357
101,adc,longestTimeSpentLiving,trueDamageTaken,-0.1611108327494505,0.1611108327494505
290,sup,assists,totalHeal,0.1607169046332213,0.1607169046332213
719,mid,physicalDamageDealt,trueDamageTaken,0.16042802613574728,0.16042802613574728
477,sup,timeCCingOthers,totalHeal,0.16014468090439338,0.16014468090439338
62,adc,goldEarned,trueDamageTaken,0.15957390261994764,0.15957390261994764
526,sup,totalMinionsKilled,trueDamageDealtToChampions,0.15953670725034977,0.15953670725034977
333,sup,goldEarned,totalHeal,0.1593943051749621,0.1593943051749621
924,jg,longestTimeSpentLiving,totalHeal,0.15935066317930538,0.15935066317930538
995,jg,physicalDamageDealt,trueDamageTaken,-0.15846639983979433,0.15846639983979433
861,jg,deaths,totalDamageDealt,-0.15833668183492955,0.15833668183492955
1127,top,deaths,goldEarned,-0.1581503910238433,0.1581503910238433
876,jg,goldEarned,magicalDamageTaken,0.15802976468929394,0.15802976468929394
884,jg,goldEarned,totalDamageTaken,0.15635250664667222,0.15635250664667222
93,adc,longestTimeSpentLiving,totalDamageDealt,0.15621287937702003,0.15621287937702003
122,adc,magicDamageDealt,wardsPlaced,0.15615253590432354,0.15615253590432354
1161,top,goldEarned,totalHeal,0.1561422788221599,0.1561422788221599
1070,jg,totalHeal,trueDamageDealt,-0.156105722267485,0.156105722267485
129,adc,magicalDamageTaken,totalDamageDealtToChampions,0.15548378476185137,0.15548378476185137
1120,top,assists,totalTimeCrowdControlDealt,0.1550262209303324,0.1550262209303324
175,adc,physicalDamageDealtToChampions,totalDamageTaken,0.15499527851732584,0.15499527851732584
799,mid,totalHeal,wardsPlaced,0.15498260092689353,0.15498260092689353
1259,top,neutralMinionsKilled,wardsPlaced,0.15477605611130513,0.15477605611130513
434,sup,physicalDamageDealt,timeCCingOthers,-0.15452251833642314,0.15452251833642314
753,mid,timeCCingOthers,totalHeal,-0.1543305019785301,0.1543305019785301
494,sup,totalDamageDealt,visionScore,-0.15397694178039284,0.15397694178039284
829,jg,assists,goldEarned,0.1534024071552648,0.1534024071552648
83,adc,kills,visionScore,0.1528482660797565,0.1528482660797565
578,mid,deaths,magicDamageDealt,-0.15105067023555918,0.15105067023555918
974,jg,neutralMinionsKilled,totalDamageTaken,0.15105011298387375,0.15105011298387375
463,sup,physicalDamageTaken,totalDamageDealtToChampions,0.15048708140329403,0.15048708140329403
102,adc,longestTimeSpentLiving,visionScore,0.15037101304381337,0.15037101304381337
1074,jg,totalHeal,visionWardsBoughtInGame,0.15003767626781905,0.15003767626781905
211,adc,totalDamageDealt,totalDamageTaken,0.14994973462601935,0.14994973462601935
792,mid,totalHeal,totalMinionsKilled,0.14961397095283288,0.14961397095283288
745,mid,physicalDamageTaken,trueDamageDealtToChampions,0.1487190774760591,0.1487190774760591
265,adc,trueDamageDealt,wardsPlaced,0.14871016262315265,0.14871016262315265
833,jg,assists,magicalDamageTaken,0.14848224731137152,0.14848224731137152
109,adc,magicDamageDealt,physicalDamageTaken,0.1479333455871385,0.1479333455871385
360,sup,kills,visionWardsBoughtInGame,-0.1478046808314309,0.1478046808314309
531,sup,totalTimeCrowdControlDealt,trueDamageDealt,0.14737291106975023,0.14737291106975023
957,jg,magicalDamageTaken,totalDamageDealtToChampions,0.14706143342545722,0.14706143342545722
585,mid,deaths,totalDamageDealt,-0.1468998492243642,0.1468998492243642
479,sup,timeCCingOthers,totalTimeCrowdControlDealt,0.14673395538780787,0.14673395538780787
398,sup,magicDamageDealt,wardsPlaced,-0.1465617579843855,0.1465617579843855
916,jg,longestTimeSpentLiving,neutralMinionsKilled,0.14634152552380456,0.14634152552380456
1302,top,timeCCingOthers,totalDamageDealt,-0.14611555435089846,0.14611555435089846
392,sup,magicDamageDealt,totalTimeCrowdControlDealt,0.1460815078666345,0.1460815078666345
849,jg,assists,visionWardsBoughtInGame,0.1455193190284598,0.1455193190284598
536,sup,totalTimeCrowdControlDealt,wardsPlaced,-0.1450671568161692,0.1450671568161692
486,sup,totalDamageDealt,totalDamageDealtToChampions,0.14494052942050065,0.14494052942050065
580,mid,deaths,neutralMinionsKilled,-0.14485145834400223,0.14485145834400223
955,jg,magicalDamageTaken,timeCCingOthers,0.1447272850038608,0.1447272850038608
1365,top,trueDamageDealt,trueDamageDealtToChampions,-0.14457814034962113,0.14457814034962113
288,sup,assists,totalDamageDealtToChampions,0.14440417096117458,0.14440417096117458
711,mid,physicalDamageDealt,totalDamageDealt,-0.1443058945789893,0.1443058945789893
1075,jg,totalHeal,wardsPlaced,-0.14425783673940998,0.14425783673940998
172,adc,physicalDamageDealtToChampions,timeCCingOthers,0.14378140680098647,0.14378140680098647
1145,top,deaths,trueDamageTaken,0.14369555181052712,0.14369555181052712
478,sup,timeCCingOthers,totalMinionsKilled,-0.14287661619208092,0.14287661619208092
387,sup,magicDamageDealt,totalDamageDealt,0.14287392752613515,0.14287392752613515
647,mid,longestTimeSpentLiving,totalDamageTaken,-0.1428211907576632,0.1428211907576632
851,jg,deaths,goldEarned,-0.14255034006794026,0.14255034006794026
930,jg,longestTimeSpentLiving,visionScore,0.14251673198173329,0.14251673198173329
854,jg,deaths,magicDamageDealt,-0.14231748685271373,0.14231748685271373
114,adc,magicDamageDealt,totalHeal,0.14231094547339704,0.14231094547339704
600,mid,goldEarned,magicalDamageTaken,0.1422225376990705,0.1422225376990705
668,mid,magicDamageDealt,totalTimeCrowdControlDealt,0.1421919353846285,0.1421919353846285
1146,top,deaths,visionScore,-0.1420469346147276,0.1420469346147276
10,adc,assists,timeCCingOthers,0.14194356013349796,0.14194356013349796
443,sup,physicalDamageDealt,trueDamageTaken,0.1416906005677822,0.1416906005677822
324,sup,goldEarned,magicalDamageTaken,0.14107512968820743,0.14107512968820743
115,adc,magicDamageDealt,totalMinionsKilled,0.1409228792393869,0.1409228792393869
28,adc,deaths,neutralMinionsKilled,-0.1407884251972211,0.1407884251972211
496,sup,totalDamageDealt,wardsPlaced,-0.14069064521342556,0.14069064521342556
76,adc,kills,totalDamageTaken,0.14052705633599205,0.14052705633599205
1231,top,magicalDamageTaken,timeCCingOthers,0.14021262929257594,0.14021262929257594
1111,top,assists,physicalDamageDealt,-0.1401679777412319,0.1401679777412319
1331,top,totalDamageDealtToChampions,trueDamageTaken,0.1395841392907701,0.1395841392907701
14,adc,assists,totalHeal,0.13957961067278757,0.13957961067278757
1258,top,neutralMinionsKilled,visionWardsBoughtInGame,0.1395647330369138,0.1395647330369138
483,sup,timeCCingOthers,visionScore,0.13945834802456267,0.13945834802456267
1279,top,physicalDamageDealtToChampions,totalDamageTaken,0.13944858923046669,0.13944858923046669
15,adc,assists,totalMinionsKilled,-0.13892648059451995,0.13892648059451995
1092,jg,trueDamageDealt,visionWardsBoughtInGame,-0.13757056525234976,0.13757056525234976
713,mid,physicalDamageDealt,totalDamageTaken,0.13741471496477334,0.13741471496477334
780,mid,totalDamageDealtToChampions,visionScore,0.13700177796889595,0.13700177796889595
885,jg,goldEarned,totalHeal,0.13671335155156888,0.13671335155156888
534,sup,totalTimeCrowdControlDealt,visionScore,-0.1367033384424861,0.1367033384424861
407,sup,magicalDamageTaken,totalHeal,0.13605051813335609,0.13605051813335609
779,mid,totalDamageDealtToChampions,trueDamageTaken,0.1360022046426941,0.1360022046426941
162,adc,physicalDamageDealt,totalHeal,0.1358431528939355,0.1358431528939355
1037,jg,timeCCingOthers,wardsPlaced,-0.13555554818152765,0.13555554818152765
411,sup,magicalDamageTaken,trueDamageDealtToChampions,0.1350778785206921,0.1350778785206921
89,adc,longestTimeSpentLiving,physicalDamageDealt,0.1349066448997319,0.1349066448997319
971,jg,neutralMinionsKilled,timeCCingOthers,-0.13479927502923467,0.13479927502923467
1288,top,physicalDamageDealtToChampions,wardsPlaced,0.13429531586261828,0.13429531586261828
1069,jg,totalHeal,totalTimeCrowdControlDealt,-0.13395465526892153,0.13395465526892153
409,sup,magicalDamageTaken,totalTimeCrowdControlDealt,0.13371935852666356,0.13371935852666356
358,sup,kills,trueDamageTaken,0.1336265921711648,0.1336265921711648
359,sup,kills,visionScore,-0.13351032626603554,0.13351032626603554
471,sup,physicalDamageTaken,visionScore,-0.13349222954098375,0.13349222954098375
942,jg,magicDamageDealt,totalHeal,0.1322773857095163,0.1322773857095163
261,adc,trueDamageDealt,trueDamageDealtToChampions,0.13179355042858443,0.13179355042858443
1060,jg,totalDamageTaken,totalMinionsKilled,-0.1316073585361268,0.1316073585361268
673,mid,magicDamageDealt,visionWardsBoughtInGame,0.13133774749842955,0.13133774749842955
622,mid,kills,physicalDamageDealt,0.13092924958892319,0.13092924958892319
814,mid,trueDamageDealt,trueDamageTaken,-0.13032440245931923,0.13032440245931923
1157,top,goldEarned,timeCCingOthers,-0.1302659052922954,0.1302659052922954
992,jg,physicalDamageDealt,totalTimeCrowdControlDealt,-0.13003695981527394,0.13003695981527394
47,adc,goldEarned,magicDamageDealt,0.12993372951517781,0.12993372951517781
1119,top,assists,totalMinionsKilled,-0.12991038627328882,0.12991038627328882
1336,top,totalDamageTaken,totalMinionsKilled,0.12982156701393066,0.12982156701393066
1086,jg,totalTimeCrowdControlDealt,visionScore,-0.1294774645268574,0.1294774645268574
735,mid,physicalDamageDealtToChampions,visionWardsBoughtInGame,-0.12917593419626522,0.12917593419626522
319,sup,deaths,visionWardsBoughtInGame,-0.12844921376828605,0.12844921376828605
716,mid,physicalDamageDealt,totalTimeCrowdControlDealt,-0.12828812744208834,0.12828812744208834
797,mid,totalHeal,visionScore,0.12797415335405388,0.12797415335405388
1189,top,kills,wardsPlaced,0.127786602035991,0.127786602035991
298,sup,assists,wardsPlaced,0.12751702907291326,0.12751702907291326
282,sup,assists,neutralMinionsKilled,-0.1274586708926699,0.1274586708926699
730,mid,physicalDamageDealtToChampions,totalTimeCrowdControlDealt,-0.1270477905874605,0.1270477905874605
363,sup,longestTimeSpentLiving,magicalDamageTaken,-0.12698682130294373,0.12698682130294373
393,sup,magicDamageDealt,trueDamageDealt,-0.1268816309976014,0.1268816309976014
65,adc,goldEarned,wardsPlaced,0.12660813886332653,0.12660813886332653
1094,jg,trueDamageDealtToChampions,trueDamageTaken,0.1264077251011374,0.1264077251011374
1274,top,physicalDamageDealt,wardsPlaced,0.1263212622402882,0.1263212622402882
380,sup,longestTimeSpentLiving,wardsPlaced,0.12604913810567892,0.12604913810567892
567,mid,assists,totalMinionsKilled,-0.1258509214169183,0.1258509214169183
1006,jg,physicalDamageDealtToChampions,totalTimeCrowdControlDealt,-0.12579837137416405,0.12579837137416405
297,sup,assists,visionWardsBoughtInGame,0.12491480397043592,0.12491480397043592
382,sup,magicDamageDealt,neutralMinionsKilled,0.12477968583029982,0.12477968583029982
1219,top,magicDamageDealt,totalMinionsKilled,0.12459779882178404,0.12459779882178404
13,adc,assists,totalDamageTaken,0.12456897437462405,0.12456897437462405
1206,top,longestTimeSpentLiving,visionScore,0.12444754804051403,0.12444754804051403
287,sup,assists,totalDamageDealt,-0.12419360332325534,0.12419360332325534
207,adc,timeCCingOthers,visionScore,0.12416196332777377,0.12416196332777377
255,adc,totalTimeCrowdControlDealt,trueDamageDealt,0.12388171095199568,0.12388171095199568
465,sup,physicalDamageTaken,totalHeal,0.12376794287663812,0.12376794287663812
171,adc,physicalDamageDealtToChampions,physicalDamageTaken,0.12374294695587444,0.12374294695587444
1199,top,longestTimeSpentLiving,totalDamageTaken,-0.12338682491924136,0.12338682491924136
914,jg,longestTimeSpentLiving,magicDamageDealt,0.12335538549292419,0.12335538549292419
1240,top,magicalDamageTaken,trueDamageTaken,-0.12326542350165899,0.12326542350165899
405,sup,magicalDamageTaken,totalDamageDealtToChampions,0.12274201571056083,0.12274201571056083
1030,jg,timeCCingOthers,totalMinionsKilled,0.12214438322179454,0.12214438322179454
310,sup,deaths,totalDamageDealtToChampions,0.12196972900425082,0.12196972900425082
128,adc,magicalDamageTaken,totalDamageDealt,0.12179550358344368,0.12179550358344368
996,jg,physicalDamageDealt,visionScore,0.12166288777362334,0.12166288777362334
52,adc,goldEarned,physicalDamageTaken,0.12131985114720427,0.12131985114720427
1306,top,timeCCingOthers,totalMinionsKilled,-0.12122592689253582,0.12122592689253582
949,jg,magicDamageDealt,visionWardsBoughtInGame,-0.12081563601209691,0.12081563601209691
1098,jg,trueDamageTaken,visionScore,-0.11974978971022224,0.11974978971022224
887,jg,goldEarned,totalTimeCrowdControlDealt,0.11969698878397105,0.11969698878397105
1294,top,physicalDamageTaken,totalMinionsKilled,0.11937595618174213,0.11937595618174213
721,mid,physicalDamageDealt,visionWardsBoughtInGame,-0.11935709218310905,0.11935709218310905
1152,top,goldEarned,magicalDamageTaken,0.11918695069196523,0.11918695069196523
1195,top,longestTimeSpentLiving,physicalDamageTaken,-0.11917928465826216,0.11917928465826216
377,sup,longestTimeSpentLiving,trueDamageTaken,-0.11901759983260474,0.11901759983260474
1239,top,magicalDamageTaken,trueDamageDealtToChampions,0.1188989985494171,0.1188989985494171
620,mid,kills,magicalDamageTaken,0.11881467552650983,0.11881467552650983
559,mid,assists,physicalDamageDealt,-0.11864976390528072,0.11864976390528072
166,adc,physicalDamageDealt,trueDamageDealtToChampions,0.1186065177549883,0.1186065177549883
1032,jg,timeCCingOthers,trueDamageDealt,0.11856495715961662,0.11856495715961662
198,adc,timeCCingOthers,totalDamageDealt,0.11812138253260819,0.11812138253260819
401,sup,magicalDamageTaken,physicalDamageDealtToChampions,0.11789095672104738,0.11789095672104738
1049,jg,totalDamageDealtToChampions,totalDamageTaken,0.1176765836276756,0.1176765836276756
181,adc,physicalDamageDealtToChampions,trueDamageTaken,0.11766914523502257,0.11766914523502257
239,adc,totalDamageTaken,wardsPlaced,0.11736987450449615,0.11736987450449615
199,adc,timeCCingOthers,totalDamageDealtToChampions,0.1169047940892168,0.1169047940892168
294,sup,assists,trueDamageDealtToChampions,0.11646805218224623,0.11646805218224623
241,adc,totalHeal,totalTimeCrowdControlDealt,0.11606877450673958,0.11606877450673958
320,sup,deaths,wardsPlaced,-0.11565519856779934,0.11565519856779934
