,accountId,assists,champLevel,champion,creepsPerMinDeltas,csDiffPerMinDeltas,currentAccountId,currentPlatformId,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,gameCreation,gameDuration,gameId,gameVersion,goldEarned,goldPerMinDeltas,goldSpent,highestAchievedSeasonTier,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,map,matchHistoryUri,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,pentaKills,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,queueId,role,season,sightWardsBoughtInGame,spell_1,spell_2,summonerId,summonerName,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas,champion_subclass,champion_name,champion_defense,champion_attack,champion_class,champion_difficulty,champion_magic,position,rel_assists,rel_deaths,rel_goldEarned,rel_kills,rel_longestTimeSpentLiving,rel_magicDamageDealt,rel_magicalDamageTaken,rel_neutralMinionsKilled,rel_physicalDamageDealt,rel_physicalDamageDealtToChampions,rel_physicalDamageTaken,rel_timeCCingOthers,rel_totalDamageDealt,rel_totalDamageDealtToChampions,rel_totalDamageTaken,rel_totalHeal,rel_totalMinionsKilled,rel_totalTimeCrowdControlDealt,rel_trueDamageDealt,rel_trueDamageDealtToChampions,rel_trueDamageTaken,rel_visionScore,rel_visionWardsBoughtInGame,rel_wardsPlaced,norm_assists,norm_deaths,norm_goldEarned,norm_kills,norm_longestTimeSpentLiving,norm_magicDamageDealt,norm_magicalDamageTaken,norm_neutralMinionsKilled,norm_physicalDamageDealt,norm_physicalDamageDealtToChampions,norm_physicalDamageTaken,norm_timeCCingOthers,norm_totalDamageDealt,norm_totalDamageDealtToChampions,norm_totalDamageTaken,norm_totalHeal,norm_totalMinionsKilled,norm_totalTimeCrowdControlDealt,norm_trueDamageDealt,norm_trueDamageDealtToChampions,norm_trueDamageTaken,norm_visionScore,norm_visionWardsBoughtInGame,norm_wardsPlaced
19409,204912588,12,18,41,"{'20-30': 8.2, '10-20': 12, '0-10': 7.3}","{'20-30': 1.0999999999999996, '10-20': 2.4000000000000004, '0-10': 0.1999999999999993}",204912588,KR,11076,8430,13286,"{'20-30': -759.4000000000001, '10-20': -269.99999999999994, '0-10': -32.50000000000003}","{'20-30': 922.9000000000001, '10-20': 705.7, '0-10': 391.6}",2,1,False,False,True,False,False,False,1525717904633,1828,3197928575,8.9.228.4283,17340,"{'20-30': 750.2, '10-20': 512.3, '0-10': 336.7}",15918,CHALLENGER,1,3053,3142,3078,3031,3047,1018,3364,1,5,TOP,1630,5,2,812,7715,5165,5270,11,/v1/stats/player_history/KR/204912588,12,0,12,0,8300,8400.0,263722,21520,14566,0,420,SOLO,11,0,12,4,30550903,HLE Lindarang,14,286795,28494,20265,4956,277,0,0,724,1,0,15357,1809,429,3,0,26,7,4,13,True,"{'20-30': 269.8, '10-20': 40.89999999999998, '0-10': 7.000000000000057}","{'20-30': 737, '10-20': 603.5, '0-10': 492.6}",Fighter,Gangplank,9,7,Fighter,6,4,top,0.23529411764705882,0.10526315789473684,0.27333774709164854,0.21739130434782608,0.19651500484027107,0.03886649874055416,0.13581774135353847,0.26666666666666666,0.6260849334320931,0.6318447400099827,0.24658461850992874,0.11570247933884298,0.35870897538523117,0.30940462358702614,0.1966673783505755,0.23765224896902273,0.34974747474747475,0.28890662410215484,0.08541536887069502,0.2599885024432308,0.08305905130687319,0.10441767068273092,0.1891891891891892,0.10317460317460317,0.27906976744186046,0.1111111111111111,0.5174443646805456,0.1724137931034483,0.37145471180237877,0.01784541223711846,0.10158456045366503,0.05128205128205128,0.5120092967665706,0.2761346284629104,0.2405098093124644,0.06481481481481481,0.45599252774288107,0.2790450529750851,0.1656120470457105,0.08413547237076649,0.5938864628820961,0.04606770170526851,0.050480081783189086,0.06285396615822939,0.02433766381119873,0.12244897959183673,0.23333333333333334,0.1016949152542373
18600,5219157,5,17,36,"{'20-30': 5.5, '10-20': 10.5, '0-10': 6.4}","{'20-30': 2.4, '10-20': 4.5, '0-10': 1.6}",5219157,KR,11277,4479,64061,"{'20-30': 699.8000000000001, '10-20': 149.99999999999994, '0-10': 174}","{'20-30': 2185.2, '10-20': 968.8, '0-10': 775.9000000000001}",12,1,False,False,False,True,False,True,1525719436399,2094,3197940157,8.9.228.4283,15689,"{'20-30': 432.79999999999995, '10-20': 544, '0-10': 374.5}",15210,MASTER,1,3083,3068,3046,3111,3211,3075,3340,3,10,TOP,766,3,2,279,99858,17104,19740,11,/v1/stats/player_history/KR/5219157,32,4,11,0,8400,8300.0,95841,12134,30315,0,420,SOLO,11,0,12,4,7621575,1 Peak,24,196299,29250,54767,10925,231,0,0,577,1,0,599,11,4711,1,0,27,2,3,15,False,"{'20-30': 50.99999999999997, '10-20': 200.1, '0-10': 147.99999999999997}","{'20-30': 481.9, '10-20': 661.3, '0-10': 484.9}",Tank,DrMundo,5,5,Fighter,7,6,top,0.07936507936507936,0.35294117647058826,0.245140625,0.47619047619047616,0.09315525876460767,0.37367530834630586,0.34419626510435736,0.6666666666666666,0.4253248482266482,0.5345845448938232,0.3860406479217604,0.16,0.38139045994408316,0.40299247747375383,0.38248316898064083,0.38883154785208385,0.3226256983240223,0.32091212458286983,0.027078341847113604,0.0019315188762071994,0.6447242370329821,0.0996309963099631,0.0625,0.09615384615384616,0.11627906976744186,0.6666666666666666,0.4384302464704475,0.3448275862068966,0.12763037511436415,0.23097954312043745,0.4392662948355931,0.13675213675213677,0.18521899763882374,0.1556978430190035,0.5497928163233243,0.1111111111111111,0.3079607019472362,0.2871603851562416,0.5661972158042007,0.18546812664459722,0.49344978165938863,0.03671417663527615,0.0019689762966810095,0.00038219658802682326,0.2672604527145856,0.1292517006802721,0.06666666666666667,0.11864406779661017
18607,5295545,11,16,164,"{'20-30': 3.1, '10-20': 6, '0-10': 4.8}","{'20-30': -2.4, '10-20': -4.5, '0-10': -1.6}",5295545,KR,3419,725,24966,"{'20-30': -699.8000000000001, '10-20': -149.99999999999994, '0-10': -174}","{'20-30': 1485.4, '10-20': 818.8, '0-10': 601.9000000000001}",10,0,False,False,False,False,False,False,1525719436399,2094,3197940157,8.9.228.4283,11058,"{'20-30': 261.7, '10-20': 302.3, '0-10': 245.7}",9783,MASTER,0,3123,3077,3078,3047,3052,1037,3340,0,0,TOP,0,0,0,445,930,821,15336,11,/v1/stats/player_history/KR/5295545,6,0,5,0,8200,8400.0,102891,8590,18498,0,420,SOLO,11,0,12,4,7703494,차차차차차차차차,19,117785,11238,34210,2272,158,0,0,265,1,0,13963,1826,376,1,0,23,3,1,17,True,"{'20-30': -50.99999999999997, '10-20': -200.1, '0-10': -147.99999999999997}","{'20-30': 430.9, '10-20': 461.20000000000005, '0-10': 336.9}",Tank,Camille,4,8,Fighter,6,3,top,0.1746031746031746,0.29411764705882354,0.17278125,0.0,0.14858096828046743,0.0034801221410609507,0.26740597374064967,0.125,0.4566114602194057,0.3784474403031104,0.23555929095354522,0.12666666666666668,0.22884515623876758,0.15483177647350582,0.23891666899460848,0.08086272555788875,0.2206703910614525,0.14738598442714126,0.6312101622892274,0.3206321334503951,0.05145750650061585,0.08487084870848709,0.09375,0.10897435897435898,0.2558139534883721,0.5555555555555556,0.21679827709978464,0.0,0.20356816102470265,0.002151164404474422,0.33649156379081,0.02564102564102564,0.19894223974990607,0.11022288375912644,0.31772746018342135,0.08796296296296297,0.17952882904103853,0.09380937557027384,0.3275203473858979,0.03857057974705033,0.33406113537117904,0.016861796894884193,0.04589785647839221,0.06344463361245266,0.021330912804220798,0.10204081632653061,0.1,0.13559322033898305
9265,489053,3,18,75,"{'30-end': 8, '20-30': 6.800000000000001, '10-20': 7.3, '0-10': 6.5}",,489053,KR,6444,3213,60532,,"{'30-end': 1659.6, '20-30': 1137.6, '10-20': 1071.8, '0-10': 531.5}",7,0,False,False,False,False,False,False,1525750216454,2348,3198025950,8.9.228.4283,13409,"{'30-end': 336.6, '20-30': 393, '10-20': 378.8, '0-10': 235.10000000000002}",12350,UNRANKED,0,3067,3047,3025,3140,3143,3800,3340,0,1,TOP,0,0,1,774,69243,11121,22380,11,/v1/stats/player_history/KR/489053,12,4,1,0,8200,8400.0,141450,10755,22150,0,420,SOLO,11,0,12,4,2165869,핑크안사면겜안함,18,217074,21876,46432,514,269,0,0,920,1,0,6380,0,1901,1,0,20,2,2,12,False,,"{'30-end': 471.2, '20-30': 548.5, '10-20': 522.8, '0-10': 410.2}",Tank,Nasus,6,7,Fighter,5,6,top,0.05,0.2692307692307692,0.18747291156938134,0.047619047619047616,0.14765356734070964,0.3852762306438241,0.33414954610606784,0.21052631578947367,0.2425781712229747,0.19342829394626093,0.23623138944584277,0.10909090909090909,0.27560367735652863,0.21224410594741439,0.2724530870427527,0.007721543707843226,0.29081081081081084,0.2675196277987787,0.2573306981809382,0.0,0.1964451792911026,0.06711409395973154,0.08695652173913043,0.09523809523809523,0.06976744186046512,0.3888888888888889,0.32931323283082076,0.034482758620689655,0.35407136322049404,0.16016459877314237,0.5008751254346456,0.05128205128205128,0.2739996145812854,0.13800315655755585,0.3894463973606174,0.08333333333333333,0.3419440954773869,0.20800369269083374,0.46942377131976454,0.008725914608267549,0.5764192139737991,0.05853906846525834,0.02097173417833863,0.0,0.10784591819368015,0.08163265306122448,0.06666666666666667,0.09322033898305085
252,201386115,11,18,420,"{'30-end': 5.6, '20-30': 8.899999999999999, '10-20': 9.899999999999999, '0-10': 7}",,201386115,KR,6295,3952,53308,,"{'30-end': 2079.2, '20-30': 1408.6, '10-20': 824, '0-10': 771.5}",10,0,False,False,False,False,False,False,1525750521072,2168,3198016412,8.9.228.4283,17032,"{'30-end': 423.4, '20-30': 554.3, '10-20': 564.4, '0-10': 278.5}",15675,DIAMOND,0,3071,3053,3143,3812,3111,3211,3340,1,8,TOP,0,4,1,609,460,279,9740,11,/v1/stats/player_history/KR/201386115,6,0,4,0,8300,8100.0,250630,28963,27216,0,420,SOLO,11,0,12,4,17530810,1987 Plls,4,253890,29402,43751,11746,287,0,0,134,1,0,2799,159,6793,2,0,38,2,2,21,False,,"{'30-end': 589.6, '20-30': 634.8, '10-20': 648.9, '0-10': 418.5}",Tank,Illaoi,4,8,Fighter,6,3,top,0.15942028985507245,0.25,0.23341099081814445,0.25806451612903225,0.19727891156462585,0.0015559358954411078,0.2720062555853441,0.031746031746031744,0.5355914093386046,0.515823968369873,0.24095190877540903,0.021052631578947368,0.3156469587790359,0.2564590129616384,0.2699879048183254,0.3017830532860593,0.40883190883190884,0.0719656283566058,0.06868374558303887,0.02280550774526678,0.5114055559738011,0.11875,0.05263157894736842,0.14685314685314685,0.2558139534883721,0.5555555555555556,0.5027039961713329,0.27586206896551724,0.2785910338517841,0.001064016802213155,0.20589951226342443,0.02564102564102564,0.48652494418241593,0.37163974182952025,0.48893383869130613,0.018518518518518517,0.4021670854271357,0.28879203924557467,0.43829604430563457,0.1994058229352347,0.6157205240174672,0.008526342580809367,0.009200608771970193,0.0055244779542059,0.3853747092528507,0.20408163265306123,0.06666666666666667,0.1694915254237288
8430,200440551,9,16,27,"{'20-30': 6.3999999999999995, '10-20': 9.3, '0-10': 6.1}","{'20-30': -5.300000000000001, '10-20': -0.2999999999999994, '0-10': -2.0000000000000004}",200440551,KR,2178,60,48944,"{'20-30': 83.89999999999992, '10-20': 444.1, '0-10': 326}","{'20-30': 1792.8999999999999, '10-20': 1161.5, '0-10': 699.7}",7,0,False,False,False,False,False,False,1525760759471,1802,3198059208,8.9.228.4283,10907,"{'20-30': 342.4, '10-20': 421.70000000000005, '0-10': 276.3}",11860,CHALLENGER,0,3047,3800,2065,3060,1031,1011,3340,0,2,TOP,0,0,1,482,121213,17216,14506,11,/v1/stats/player_history/KR/200440551,0,0,0,0,8200,8400.0,5391,486,20465,0,420,SOLO,11,0,12,4,11943987,By 불비,36,128461,17703,36541,1135,218,0,0,803,1,0,1856,0,1569,0,0,19,1,2,13,False,"{'20-30': -528.5, '10-20': 38, '0-10': -2.5999999999999943}","{'20-30': 378.20000000000005, '10-20': 647.7, '0-10': 472.9}",Fighter,Singed,5,4,Tank,8,7,top,0.16666666666666666,0.3333333333333333,0.1840098525491784,0.10526315789473684,0.13490064371676463,0.30586635174895405,0.29471759447379114,0.0,0.03277781493393972,0.02542771935331973,0.32930518456537833,0.18652849740932642,0.22409597359574768,0.1925306419863185,0.3189097668897985,0.027953599487722584,0.2798459563543004,0.35848214285714286,0.14884914588178683,0.0,0.48863282466521335,0.08878504672897196,0.05263157894736842,0.11926605504587157,0.20930232558139536,0.3888888888888889,0.20957166786312514,0.06896551724137931,0.22049405306495884,0.28037536662318074,0.31712212083732,0.0,0.009152721192384281,0.00623612590301926,0.35635592388209186,0.16666666666666666,0.19699244922529313,0.1632083471988149,0.3545844024660683,0.019268313385960446,0.4650655021834061,0.05109442606261135,0.006100868124607602,0.0,0.08901117603676179,0.07482993197278912,0.03333333333333333,0.1016949152542373
8438,210168114,4,18,85,"{'20-30': 11.7, '10-20': 9.6, '0-10': 8.1}","{'20-30': 5.300000000000001, '10-20': 0.2999999999999994, '0-10': 2.0000000000000004}",210168114,KR,15700,11440,23345,"{'20-30': -83.89999999999992, '10-20': -444.1, '0-10': -326}","{'20-30': 1709, '10-20': 717.4, '0-10': 373.7}",2,1,False,False,True,False,False,False,1525760759471,1802,3198059208,8.9.228.4283,15597,"{'20-30': 686.7, '10-20': 501.70000000000005, '0-10': 321}",12450,UNRANKED,1,3153,1038,3006,1055,3124,3091,3340,2,8,TOP,0,5,2,676,77502,11651,13106,11,/v1/stats/player_history/KR/210168114,36,8,24,0,8000,8200.0,141779,16188,13700,0,420,SOLO,11,0,12,4,66840146,MLK PAsSR,30,221980,27840,28001,4213,294,0,0,130,1,0,2697,0,1194,2,0,46,6,7,19,True,"{'20-30': 528.5, '10-20': -38, '0-10': 2.5999999999999943}","{'20-30': 906.7, '10-20': 609.7, '0-10': 475.5}",Marksman,Kennen,4,6,Mage,4,7,top,0.07407407407407407,0.09523809523809523,0.2631339204372912,0.42105263157894735,0.18919675342849146,0.19556692758406638,0.2662738724095896,0.5454545454545454,0.8620303883359376,0.8469628001883535,0.2204486209892833,0.15544041450777202,0.387236781737524,0.3027765391684521,0.24437734004765188,0.10376080585178435,0.3774069319640565,0.05803571428571429,0.21629641510947148,0.0,0.3718467767050763,0.21495327102803738,0.3157894736842105,0.1743119266055046,0.09302325581395349,0.1111111111111111,0.4340272792534099,0.27586206896551724,0.3092406221408966,0.1792683265328781,0.2844507712772164,0.15384615384615385,0.27464003254646924,0.20771688501661684,0.22350307338818956,0.1388888888888889,0.34996924727805695,0.272024646564402,0.25543080727745593,0.0715219421101774,0.631004366812227,0.008271824891829982,0.008865323993570422,0.0,0.06773699438361605,0.2585034013605442,0.2,0.15254237288135594
241,1309737,10,18,39,"{'30-end': 4.4, '20-30': 10.899999999999999, '10-20': 9.9, '0-10': 7.5}","{'30-end': -3.799999999999999, '20-30': 3.6999999999999993, '10-20': 2.4000000000000004, '0-10': 3.7}",1309737,KR,13973,6551,38623,"{'30-end': 264.20000000000005, '20-30': 165.49999999999994, '10-20': 234.10000000000005, '0-10': 5.900000000000006}","{'30-end': 1403, '20-30': 1160.9, '10-20': 827.6, '0-10': 633}",6,2,False,True,True,False,False,False,1525761013619,2173,3198088286,8.9.228.4283,19651,"{'30-end': 485.2, '20-30': 645, '10-20': 468.3, '0-10': 452.20000000000005}",19733,DIAMOND,0,3748,3139,3026,3078,3047,3053,3340,2,15,TOP,0,6,2,371,30389,9003,11362,11,/v1/stats/player_history/KR/1309737,26,1,2,0,8000,8400.0,223418,20781,23359,0,420,SOLO,11,0,12,4,1796100,Gen G cuvee,32,262782,37156,35878,11089,307,0,0,116,1,0,8974,7371,1157,2,0,51,10,6,26,True,"{'30-end': -31.399999999999977, '20-30': 403.7, '10-20': 41.099999999999994, '0-10': 186.20000000000002}","{'30-end': 421.8, '20-30': 889.1, '10-20': 544.8, '0-10': 481.3}",Assassin,Irelia,5,7,Fighter,4,5,top,0.20408163265306123,0.15,0.292508298477248,0.42857142857142855,0.15413377648525134,0.14727205761197212,0.19541139240506328,0.5909090909090909,0.5646588436293973,0.5496455776555227,0.26285347766887596,0.14678899082568808,0.33505633106037036,0.37111836914072255,0.22960303594626938,0.3617826498319794,0.35206422018348627,0.03683709114004446,0.04923411165730337,0.5831948730121054,0.12510813148788927,0.17,0.20833333333333334,0.16666666666666666,0.23255813953488372,0.3333333333333333,0.6280449868389567,0.5172413793103449,0.1697163769441903,0.07029218826620776,0.24375160439663018,0.1111111111111111,0.4335551761928028,0.2666521242605828,0.41318905755974944,0.14814814814814814,0.41671246859296485,0.37202786693431517,0.34688664677402503,0.18825227060521177,0.6593886462882096,0.007381012980402138,0.029498486287838695,0.25610645912233765,0.065637941793839,0.2925170068027211,0.3333333333333333,0.211864406779661
245,210168207,6,16,150,"{'30-end': 8.2, '20-30': 7.2, '10-20': 7.5, '0-10': 3.8}","{'30-end': 3.799999999999999, '20-30': -3.6999999999999993, '10-20': -2.4000000000000004, '0-10': -3.7}",210168207,KR,1995,0,28339,"{'30-end': -264.20000000000005, '20-30': -165.49999999999994, '10-20': -234.10000000000005, '0-10': -5.900000000000006}","{'30-end': 1138.8, '20-30': 995.4000000000001, '10-20': 593.5, '0-10': 627.0999999999999}",10,0,False,False,False,False,False,False,1525761013619,2173,3198088286,8.9.228.4283,12320,"{'30-end': 353.8, '20-30': 372, '10-20': 370.1, '0-10': 206.3}",10610,UNRANKED,0,3143,3060,1031,3071,3047,1054,3340,0,2,TOP,345,0,1,473,20676,2776,13003,11,/v1/stats/player_history/KR/210168207,9,0,3,0,8300,8000.0,132519,10655,15490,0,420,SOLO,11,0,12,4,66830147,mobzio,45,156141,13737,31416,2850,229,0,0,999,1,0,2945,305,2922,0,0,32,2,4,16,False,"{'30-end': 31.399999999999977, '20-30': -403.7, '10-20': -41.099999999999994, '0-10': -186.20000000000002}","{'30-end': 453.2, '20-30': 485.4, '10-20': 503.70000000000005, '0-10': 295.1}",Tank,Gnar,8,6,Fighter,5,5,top,0.12244897959183673,0.25,0.1833851833107575,0.05714285714285714,0.19651017864561696,0.10020063388677271,0.2236344248761695,0.20454545454545456,0.3349238884016691,0.2818186627168853,0.1743054227103424,0.20642201834862386,0.19908528966252365,0.13720672399844186,0.20104824620346728,0.09298228442791426,0.2626146788990826,0.317243569387107,0.016157171699438203,0.024131655985441886,0.31596020761245674,0.10666666666666667,0.041666666666666664,0.10256410256410256,0.13953488372093023,0.5555555555555556,0.2771955013161043,0.06896551724137931,0.21637694419030193,0.04782524217947651,0.28204709341672307,0.038461538461538464,0.2566148946814164,0.13672000307956836,0.25865556450187543,0.20833333333333334,0.24227092493718594,0.12063505694687462,0.295080634861661,0.048382989559460146,0.4890829694323144,0.06356579282260118,0.009680526199875748,0.010597269031652827,0.16576842344131162,0.16326530612244897,0.06666666666666667,0.1271186440677966
15341,4586738,12,16,78,"{'20-30': 1.8, '10-20': 7.9, '0-10': 5.5}","{'20-30': -7.2, '10-20': 0.6000000000000001, '0-10': 1.4000000000000001}",4586738,KR,2536,2536,57051,"{'20-30': 322, '10-20': -260.5, '0-10': 18.00000000000003}","{'20-30': 1301.1, '10-20': 685.3, '0-10': 454.5}",5,0,False,False,False,False,False,False,1525763891337,2084,3198133711,8.9.228.4283,11269,"{'20-30': 282.8, '10-20': 521.9, '0-10': 202}",11150,CHALLENGER,0,3194,2033,3050,3068,3047,1029,3340,1,4,TOP,0,3,1,1333,25475,5889,14937,11,/v1/stats/player_history/KR/4586738,0,0,0,0,8400,8200.0,71159,12384,17931,0,420,SOLO,11,0,12,4,5802440,S0LCA1,34,99179,18274,33744,1834,154,0,0,2209,1,0,2545,0,876,0,0,30,4,3,18,False,"{'20-30': -331.80000000000007, '10-20': 253.99999999999997, '0-10': 61.3}","{'20-30': 362.9, '10-20': 659.9, '0-10': 417.1}",Fighter,Poppy,6,6,Tank,7,2,top,0.18461538461538463,0.15625,0.17894118394308944,0.15384615384615385,0.3401377902526155,0.09954943865449017,0.24260191651778462,0.0,0.2739645334914414,0.41074626865671643,0.2404715285787088,0.19101123595505617,0.1844850901880398,0.20570257888042145,0.23663228168105413,0.055636451886906926,0.2238372093023256,0.23560153583617746,0.11591892507401504,0.0,0.13556174558960074,0.13157894736842105,0.11428571428571428,0.15254237288135594,0.27906976744186046,0.2777777777777778,0.22689638669538167,0.13793103448275862,0.6097895699908509,0.05892571312256548,0.3271802291661805,0.0,0.1371740243358827,0.15890572671397227,0.3065925649535555,0.1574074074074074,0.1490934490159129,0.16933778460019108,0.3221098584681118,0.031134878193701723,0.32532751091703055,0.14055739373886486,0.00836568393164135,0.0,0.04969648834174845,0.14965986394557823,0.13333333333333333,0.1440677966101695
15345,210544603,4,18,126,"{'20-30': 9, '10-20': 7.300000000000001, '0-10': 4.1}","{'20-30': 7.2, '10-20': -0.6000000000000001, '0-10': -1.4000000000000001}",210544603,KR,13531,5371,16536,"{'20-30': -322, '10-20': 260.5, '0-10': -18.00000000000003}","{'20-30': 979.0999999999999, '10-20': 945.8, '0-10': 436.5}",7,3,False,False,False,True,False,False,1525763891337,2084,3198133711,8.9.228.4283,15926,"{'20-30': 585.4000000000001, '10-20': 347.70000000000005, '0-10': 205.20000000000002}",15275,UNRANKED,1,3142,3147,3036,1038,3071,3047,3340,2,10,TOP,0,5,2,533,31069,4329,9149,11,/v1/stats/player_history/KR/210544603,27,8,8,0,8200,8100.0,167261,15640,18090,0,420,SOLO,11,0,4,12,70660156,Thanos 1v9,9,198490,19969,29491,7791,249,0,0,389,1,0,160,0,2251,1,0,41,5,9,17,True,"{'20-30': 331.80000000000007, '10-20': -253.99999999999997, '0-10': -61.3}","{'20-30': 694.7, '10-20': 405.9, '0-10': 355.8}",Marksman,Jayce,7,8,Fighter,4,3,top,0.06153846153846154,0.21875,0.25288998983739835,0.38461538461538464,0.13600408267415157,0.12140928398651052,0.1485950950138054,0.5294117647058824,0.6439604524559364,0.5187396351575456,0.24260386771450795,0.05056179775280899,0.3692157165470918,0.22478246676497404,0.20680780639686958,0.23634874408445578,0.36191860465116277,0.04148890784982935,0.007287633796401731,0.0,0.3483441658929124,0.17982456140350878,0.14285714285714285,0.1440677966101695,0.09302325581395349,0.3888888888888889,0.4497726728882508,0.3448275862068966,0.24382433668801465,0.07186508266947937,0.19210753541340925,0.11538461538461539,0.32424225318116434,0.20068520395724532,0.309715048801084,0.041666666666666664,0.311544702680067,0.18753287460953014,0.2727304392248836,0.1322638146167558,0.5327510917030568,0.0247518452532451,0.0005259369072937587,0.0,0.1277018210699495,0.22448979591836735,0.16666666666666666,0.13559322033898305
22012,4586738,7,15,19,"{'20-30': 3.5, '10-20': 8, '0-10': 6.699999999999999}","{'20-30': -8.9, '10-20': -3.0000000000000004, '0-10': -2.1}",4586738,KR,1866,428,26452,"{'20-30': -55.19999999999993, '10-20': 341.5000000000001, '0-10': -9.300000000000011}","{'20-30': 1496.9, '10-20': 1386, '0-10': 289.9}",7,0,False,False,False,False,False,False,1525768289144,1804,3198163148,8.9.228.4283,10434,"{'20-30': 288, '10-20': 436.6, '0-10': 268}",9775,CHALLENGER,0,3082,0,3748,3047,3091,1011,3340,1,4,TOP,0,3,1,583,25579,10010,6656,11,/v1/stats/player_history/KR/4586738,4,0,1,0,8400,8200.0,87120,8247,20360,0,420,SOLO,11,0,12,4,5802440,S0LCA1,24,113401,18544,31728,8220,182,0,0,179,1,0,702,286,4710,0,0,22,1,3,12,False,"{'20-30': -629.7, '10-20': -18.39999999999992, '0-10': -35.900000000000006}","{'20-30': 303.29999999999995, '10-20': 632.2, '0-10': 441.20000000000005}",Tank,Warwick,3,9,Fighter,5,3,top,0.14,0.2692307692307692,0.17920137398024905,0.16666666666666666,0.20041251289102785,0.11932674320422092,0.1458273996012532,0.125,0.25980532493558545,0.28124680285100434,0.33889277272878593,0.13636363636363635,0.15918677891060493,0.21501287016209447,0.2809105155515419,0.23261078725451356,0.23853211009174313,0.21909424724602203,0.004315140487942809,0.03322104774073644,0.6522642293311176,0.09565217391304348,0.03225806451612903,0.0967741935483871,0.16279069767441862,0.3888888888888889,0.18693467336683417,0.13793103448275862,0.2666971637694419,0.059166273443065846,0.1339291965181676,0.017094017094017096,0.16824305516354016,0.10582166732962929,0.3542939062469315,0.1111111111111111,0.17235755600921274,0.1722361175220327,0.2987031081285049,0.1395467277820219,0.3864628820960699,0.011389666581827437,0.0023075481807513665,0.009937111288697405,0.2672037215635105,0.09523809523809523,0.03333333333333333,0.09322033898305085
22017,210360073,10,18,39,"{'20-30': 12.4, '10-20': 11, '0-10': 8.8}","{'20-30': 8.9, '10-20': 3.0000000000000004, '0-10': 2.1}",210360073,KR,7802,3775,26654,"{'20-30': 55.19999999999993, '10-20': -341.5000000000001, '0-10': 9.300000000000011}","{'20-30': 1552.1, '10-20': 1044.5, '0-10': 299.20000000000005}",2,3,False,False,True,False,False,False,1525768289144,1804,3198163148,8.9.228.4283,17864,"{'20-30': 816.3, '10-20': 607.1, '0-10': 312.1}",15033,UNRANKED,0,3026,3748,3078,3111,1055,3053,3340,2,12,TOP,0,9,3,676,36422,6837,13492,11,/v1/stats/player_history/KR/210360073,20,0,8,0,8000,8400.0,223971,17696,14874,0,420,SOLO,11,0,12,4,68081148,세메론,31,264742,28139,28958,11104,322,0,0,307,1,1,4349,3605,592,2,0,31,2,2,16,True,"{'20-30': 629.7, '10-20': 18.39999999999992, '0-10': 35.900000000000006}","{'20-30': 933, '10-20': 650.5999999999999, '0-10': 477.1}",Assassin,Irelia,5,7,Fighter,4,5,top,0.2,0.07692307692307693,0.30680978960927435,0.5,0.23238226194568581,0.169909638413704,0.29559844883114605,0.625,0.6679161895219009,0.6034853186918119,0.24757814840707082,0.17613636363636365,0.37163187469556147,0.32626440646522736,0.25638573844369483,0.3142226498387006,0.42201834862385323,0.37576499388004897,0.026732971484420623,0.4187478220466953,0.08198310483312561,0.13478260869565217,0.06451612903225806,0.12903225806451613,0.23255813953488372,0.1111111111111111,0.5425221344819334,0.41379310344827586,0.3092406221408966,0.08424699993523375,0.2934587290845021,0.08547008547008547,0.43463162341087774,0.22706683946466838,0.24655839437560143,0.14351851851851852,0.41991860343383586,0.2752342819111822,0.26654204739402526,0.18850691791868263,0.6921397379912664,0.019534232629167727,0.014295622561378481,0.1252562454396998,0.03358484143643275,0.1564625850340136,0.06666666666666667,0.1271186440677966
