,accountId,assists,champLevel,champion,creepsPerMinDeltas,csDiffPerMinDeltas,currentAccountId,currentPlatformId,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,gameCreation,gameDuration,gameId,gameVersion,goldEarned,goldPerMinDeltas,goldSpent,highestAchievedSeasonTier,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,map,matchHistoryUri,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,pentaKills,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,queueId,role,season,sightWardsBoughtInGame,spell_1,spell_2,summonerId,summonerName,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas,champion_subclass,champion_name,champion_defense,champion_attack,champion_class,champion_difficulty,champion_magic,position,rel_assists,rel_deaths,rel_goldEarned,rel_kills,rel_longestTimeSpentLiving,rel_magicDamageDealt,rel_magicalDamageTaken,rel_neutralMinionsKilled,rel_physicalDamageDealt,rel_physicalDamageDealtToChampions,rel_physicalDamageTaken,rel_timeCCingOthers,rel_totalDamageDealt,rel_totalDamageDealtToChampions,rel_totalDamageTaken,rel_totalHeal,rel_totalMinionsKilled,rel_totalTimeCrowdControlDealt,rel_trueDamageDealt,rel_trueDamageDealtToChampions,rel_trueDamageTaken,rel_visionScore,rel_visionWardsBoughtInGame,rel_wardsPlaced,norm_assists,norm_deaths,norm_goldEarned,norm_kills,norm_longestTimeSpentLiving,norm_magicDamageDealt,norm_magicalDamageTaken,norm_neutralMinionsKilled,norm_physicalDamageDealt,norm_physicalDamageDealtToChampions,norm_physicalDamageTaken,norm_timeCCingOthers,norm_totalDamageDealt,norm_totalDamageDealtToChampions,norm_totalDamageTaken,norm_totalHeal,norm_totalMinionsKilled,norm_totalTimeCrowdControlDealt,norm_trueDamageDealt,norm_trueDamageDealtToChampions,norm_trueDamageTaken,norm_visionScore,norm_visionWardsBoughtInGame,norm_wardsPlaced
25126,209785752,3,15,121,"{'20-30': 1.3, '10-20': 0.8, '0-10': 0.1}",,209785752,KR,12688,417,17849,,"{'20-30': 1092.6, '10-20': 947.5, '0-10': 867.2}",9,1,False,False,False,False,False,False,1524589922252,1889,3183778494,8.8.226.7254,11665,"{'20-30': 407.2, '10-20': 327.6, '0-10': 282.3}",10700,UNRANKED,0,3142,1036,3147,1036,3117,1412,3364,2,7,TOP,0,3,2,418,7293,1660,11119,11,/v1/stats/player_history/KR/209785752,124,26,83,0,8000,8200.0,131400,13180,18548,0,420,DUO_SUPPORT,11,0,11,4,64250795,리틀스타 트윙클,7,146093,16033,30090,11306,25,0,0,507,1,0,7400,1192,422,0,0,26,7,5,7,True,,"{'20-30': 478.4, '10-20': 421.7, '0-10': 324.5}",Fighter,Khazix,6,9,Assassin,4,3,sup,0.07894736842105263,0.3,0.2033044599752514,0.2916666666666667,0.1308703819661866,0.038357360374053955,0.25184597961494903,0.8378378378378378,0.43915350988596713,0.3786050787084913,0.27149904123424623,0.08139534883720931,0.17523975170180225,0.2683886303525394,0.25973017065023174,0.30518814446903847,0.0377643504531722,0.20967741935483872,0.021491323604153054,0.28040461067984,0.12485207100591716,0.09737827715355805,0.20588235294117646,0.05426356589147287,0.06976744186046512,0.5,0.24584828906436948,0.2413793103448276,0.19121683440073192,0.01686929247508813,0.2380807915801265,0.5299145299145299,0.2544366949761255,0.16911962839875277,0.3187093733430215,0.032407407407407406,0.22583457652847572,0.1452816213489056,0.27968512347757435,0.19193616840675665,0.043668122270742356,0.03226011707813693,0.024324581962336344,0.04141621208436121,0.023940545753673343,0.12244897959183673,0.23333333333333334,0.05084745762711865
12774,209922474,6,17,105,"{'20-30': 5.5, '10-20': 7.4, '0-10': 4.6}",,209922474,KR,8366,581,15200,,"{'20-30': 1053.8, '10-20': 570.5, '0-10': 516.4}",8,0,False,True,False,False,False,False,1525366399121,1966,3192787431,8.9.227.7511,15694,"{'20-30': 463, '10-20': 530.9, '0-10': 255.5}",15075,UNRANKED,0,3135,3157,3089,1082,3100,3158,3364,2,12,TOP,833,6,1,600,127972,21594,10478,11,/v1/stats/player_history/KR/209922474,26,0,23,0,8100,8000.0,28431,2834,12546,0,420,DUO_SUPPORT,11,0,14,4,65470828,Mango Dog,17,165617,25488,24574,6544,184,0,0,383,1,0,9213,1058,1549,1,0,44,1,11,25,True,,"{'20-30': 630, '10-20': 528.5999999999999, '0-10': 289.1}",Fighter,Fizz,6,6,Assassin,4,7,sup,0.11538461538461539,0.21052631578947367,0.2485193982581156,0.41379310344827586,0.20449897750511248,0.36824673325333723,0.2635245592414678,0.4482758620689655,0.18316936933454453,0.13876511775938893,0.18433464098382332,0.11486486486486487,0.24636624771844537,0.2707543261416871,0.21371111516954092,0.42936815169608294,0.2658959537572254,0.43621867881548976,0.05435366163031487,0.14782730194215454,0.21634078212290503,0.19730941704035873,0.03571428571428571,0.1984126984126984,0.13953488372093023,0.4444444444444444,0.4386695381670256,0.41379310344827586,0.2744739249771272,0.2960094743756997,0.22312198081725046,0.1111111111111111,0.0540014443469002,0.03636456956616581,0.20084051766461775,0.0787037037037037,0.2577716054229481,0.24677694644524834,0.21564165379837222,0.11109413462354639,0.39082969432314413,0.024370068719776025,0.030284104543108748,0.03676036273930718,0.08787655301526068,0.24489795918367346,0.03333333333333333,0.2033898305084746
9632,6348219,10,18,238,"{'30-end': 7.2, '20-30': 8.7, '10-20': 10.2, '0-10': 7.1}",,6348219,KR,11226,8862,17042,,"{'30-end': 757, '20-30': 1074, '10-20': 392, '0-10': 471.70000000000005}",6,0,False,False,True,False,False,False,1525446325167,2189,3193860804,8.9.227.7511,17527,"{'30-end': 497.2, '20-30': 542.7, '10-20': 451.7, '0-10': 344.5}",16000,SILVER,0,3071,3111,3142,3026,3147,3156,3340,3,10,MIDDLE,0,3,1,696,8085,768,10986,11,/v1/stats/player_history/KR/6348219,12,4,8,0,8100,8200.0,235619,23033,13617,0,420,DUO_SUPPORT,11,0,4,14,9167124,부전동 벨코즈,5,246746,26443,26695,4204,297,0,0,302,1,0,3040,2640,2092,5,0,55,2,6,39,True,,"{'30-end': 700.2, '20-30': 562.0999999999999, '10-20': 563.3, '0-10': 460.20000000000005}",Fighter,Zed,7,9,Assassin,2,1,sup,0.15384615384615385,0.17142857142857143,0.21530354027958626,0.20408163265306123,0.21501390176088972,0.06877397732202553,0.2601591361182154,0.16,0.30559785216793556,0.25398628233685466,0.14252669039145907,0.034722222222222224,0.2698458873398396,0.19375851810601286,0.1854102710136271,0.16599541972676302,0.28098391674550616,0.15160642570281124,0.1177245091585021,0.3781151532512174,0.3370388271306589,0.21235521235521235,0.18181818181818182,0.291044776119403,0.23255813953488372,0.3333333333333333,0.5263938741325676,0.3448275862068966,0.3183897529734675,0.018701251838898605,0.23497701337191665,0.05128205128205128,0.45730514456121635,0.29554874058486136,0.22187309754325327,0.023148148148148147,0.39048105108877723,0.2570284573354659,0.24026750571816693,0.0713691537220949,0.6375545851528385,0.019216085517943498,0.009992801238581416,0.09172718112643757,0.11868156804901571,0.3197278911564626,0.06666666666666667,0.3220338983050847
